warning_id,type,risk,score,symbol,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,label,reviewer_notes
W-000940,SignatureDrift,High,14.6,up,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: up signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000266,SignatureDrift,High,13.2,down,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: down signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000863,SignatureDrift,High,13.2,siginfo_layout,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: siginfo_layout signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000353,SignatureDrift,High,12.8,force_sig,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: force_sig signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000821,SignatureDrift,High,12.8,send_sig,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: send_sig signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-001012,FieldDrift,High,12.6,file,FALSE_POSITIVE,"Old struct fields are empty or placeholder-only in the packet, indicating extraction/bindgen coverage loss rather than proven C drift.",FALSE_POSITIVE,No concrete old/new source diff supports the FieldDrift; Rust exposure is generated bindings only.,FALSE_POSITIVE,"FALSE_POSITIVE: claimed file field drift is based on missing/placeholder old fields, not supported C evidence.",,
W-001016,FieldDrift,High,12.6,inode,FALSE_POSITIVE,"Old struct fields are empty or placeholder-only in the packet, indicating extraction/bindgen coverage loss rather than proven C drift.",FALSE_POSITIVE,No concrete old/new source diff supports the FieldDrift; Rust exposure is generated bindings only.,FALSE_POSITIVE,"FALSE_POSITIVE: claimed inode field drift is based on missing/placeholder old fields, not supported C evidence.",,
W-001019,FieldDrift,High,12.6,key,FALSE_POSITIVE,"Old struct fields are empty or placeholder-only in the packet, indicating extraction/bindgen coverage loss rather than proven C drift.",FALSE_POSITIVE,No concrete old/new source diff supports the FieldDrift; Rust exposure is generated bindings only.,FALSE_POSITIVE,"FALSE_POSITIVE: claimed key field drift is based on missing/placeholder old fields, not supported C evidence.",,
W-001020,FieldDrift,High,12.6,kunit,BENIGN_DRIFT,"kunit field drift appears real, but the packet shows generated bindings only and no Rust field access.",BENIGN_DRIFT,Generated binding exposure alone does not show a stale safe abstraction or unsafe contract dependence.,BENIGN_DRIFT,"BENIGN_DRIFT: kunit layout changed, but no Rust abstraction depends on the changed fields.",,
W-001033,FieldDrift,High,12.6,zone,BENIGN_DRIFT,"zone field drift appears real, but the packet shows generated bindings only and no Rust field access.",BENIGN_DRIFT,Generated binding exposure alone does not show a stale safe abstraction or unsafe contract dependence.,BENIGN_DRIFT,"BENIGN_DRIFT: zone layout changed, but no Rust abstraction depends on the changed fields.",,
W-000573,SignatureDrift,High,12.2,key_alloc,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: key_alloc signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000310,SignatureDrift,High,11.8,fasync_helper,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: fasync_helper signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000142,SignatureDrift,High,11.6,bit_wait,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: bit_wait signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000204,SignatureDrift,High,11.6,d_alloc,FALSE_POSITIVE,Claimed d_alloc addition lacks concrete old C evidence; the RustSafeAPI:dealloc edge is an unrelated name match.,FALSE_POSITIVE,"Spurious mapping: dealloc is not d_alloc, and no build/wrapper evidence supports the signature drift.",FALSE_POSITIVE,FALSE_POSITIVE: d_alloc warning relies on unsupported old=absent evidence and an unrelated dealloc edge.,,
W-000497,SignatureDrift,High,11.6,inode_init,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: inode_init signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000919,SignatureDrift,High,11.6,sync_file_range,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: sync_file_range signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000218,SignatureDrift,High,11.4,d_instantiate,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: d_instantiate signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000306,SignatureDrift,High,11.4,f_getown,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: f_getown signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000444,SignatureDrift,High,11.4,getname,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: getname signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000492,SignatureDrift,High,11.4,init_work_with_key,BENIGN_DRIFT,v6.7 adds the Rust workqueue helper/safe API with the matching init_work_with_key call; no stale older Rust abstraction.,BENIGN_DRIFT,"Real Rust helper exposure, but it is introduced with its wrapper and no incompatible old contract or build failure is shown.",BENIGN_DRIFT,"BENIGN_DRIFT: init_work_with_key reaches Work::new, but this is a matching new wrapper/helper introduction, not stale drift.",,
W-000582,SignatureDrift,High,11.4,key_lookup,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: key_lookup signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-001023,FieldDrift,High,11.4,list_lru,FALSE_POSITIVE,"Old struct fields are empty or placeholder-only in the packet, indicating extraction/bindgen coverage loss rather than proven C drift.",FALSE_POSITIVE,No concrete old/new source diff supports the FieldDrift; Rust exposure is generated bindings only.,FALSE_POSITIVE,"FALSE_POSITIVE: claimed list_lru field drift is based on missing/placeholder old fields, not supported C evidence.",,
W-000011,SignatureDrift,High,11.2,__d_lookup,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: __d_lookup signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000097,SignatureDrift,High,11.2,__sys_socket,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: __sys_socket signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000113,SignatureDrift,High,11.2,_copy_from_iter,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: _copy_from_iter signature drift is unsupported by concrete C diff or Rust contract evidence.,,
W-000307,SignatureDrift,High,11.2,f_setown,FALSE_POSITIVE,The packet gives old=absent/new=added without concrete old C source evidence; Rust exposure is generated bindings only.,FALSE_POSITIVE,"Treat as extraction/bindgen coverage artifact: no source diff, unsafe call, safe API, build log, or wrapper fix supports it.",FALSE_POSITIVE,FALSE_POSITIVE: f_setown signature drift is unsupported by concrete C diff or Rust contract evidence.,,
